ID,TITLE,ARTIST,ALBUM,GENRE,YEAR,LOCATION
1141,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Clean Bandit - Solo feat. Demi Lovato .mp3
1142,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Counting Stars.mp3
1143,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Demi Lovato - Heart Attack ( 256kbps cbr ).mp3
1144,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Demons.mp3
1145,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Dhanashree Thillana - Agam - Music Mojo - Kappa TV.mp3
1146,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Dynamite-Taio Cruz (lyrics).mp3
1147,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Enigma - Gravity Of Love.mp3
1148,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Fall Out Boy - Irresistible ft. Demi Lovato ( 256kbps cbr ).mp3
1149,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Fall Out Boy - THE PHOENIX (Kinetic Typography Lyrics) ( 256kbps cbr ).mp3
1150,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Fort Minor - Remember The Name (Official Video).mp3
1151,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\FoxVille - Footprints.mp3
1152,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Glad You Came - Copy.mp3
1153,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Green Day - 21 Guns.mp3
1154,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Green Day - Bang Bang.mp3
1155,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Green Day - Jesus of Suburbia .mp3
1156,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Greta Van Fleet - Safari Song.mp3
1157,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Kesha-TiK-ToK(01).mp3
1158,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Khaled - C'est La vie.mp3
1159,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Khaled - Ce La Vie.mp3
1160,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\kiss you.mp3
1161,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Kygo - Firestone (Lyric Video) ft. Conrad Sewell.mp3
1162,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Led Zeppelin - Stairway To Heaven.mp3
1163,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Maroon 5 - Girls Like You ft. Cardi B.mp3
1164,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Nessa Barrett - la di die (feat. jxdn).mp3
1165,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\One Direction - Best Song Ever [128].mp3
1166,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\One Direction-Story of My Life.mp3
1167,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Our Last Night - Astronaut In The Ocean.mp3
1168,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Our Last Night - Ghost In The Machine.mp3
1169,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Rihana - Unfaithful.mp3
1170,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Sean Kingston - Replay.mp3
1171,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Skillet - Awake and Alive.mp3
1172,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Skillet - Hero (Official Video) ( 256kbps cbr ).mp3
1173,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Skillet - _Feel Invincible.mp3
1174,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\stole my heart-1D.mp3
1175,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Taio Cruz - Hangover ft. Flo Rida.mp3
1176,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\The Chainsmokers - Closer.mp3
1177,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Three Days Grace - Chalk Outline.mp3
1178,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Three Days Grace - Never Too Late.mp3
1179,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Timbaland-Bounce (Original).mp3
1180,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Waka waka.mp3
1181,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\Worldwide Choppers.mp3
1182,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,D:\Music\Rock and Pop\ylvis   the fox [official music video hd].mp3
1183,Waiting for Superman,Daughtry,Baptized,Pop Rock,UNKNOWN,D:\Music\Rock and Pop\Baptized (Deluxe Version)\02 Daughtry - Waiting for Superman.flac
1184,Battleships,Daughtry,Baptized,Pop Rock,UNKNOWN,D:\Music\Rock and Pop\Baptized (Deluxe Version)\03 Daughtry - Battleships.flac
1185,Witness,Daughtry,Baptized,Pop Rock,UNKNOWN,D:\Music\Rock and Pop\Baptized (Deluxe Version)\10 Daughtry - Witness.flac
1186,Renegade,Daughtry,Break the Spell,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Break The Spell (Expanded Edition)\01 Daughtry - Renegade.flac
1187,It's Not Over,Daughtry,Daughtry,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Daughtry\01 Daughtry - It's Not Over.flac
1188,Home,Daughtry,Daughtry,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Daughtry\03 Daughtry - Home.flac
1189,Over You,Daughtry,Daughtry,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Daughtry\04 Daughtry - Over You.flac
1190,Crashed,Daughtry,Daughtry,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Daughtry\05 Daughtry - Crashed.flac
1191,Feels Like Tonight,Daughtry,Daughtry,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Daughtry\06 Daughtry - Feels Like Tonight.flac
1192,Gone,Daughtry,Daughtry,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Daughtry\09 Daughtry - Gone.flac
1193,What About Now,Daughtry,Daughtry,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Daughtry\12 Daughtry - What About Now.flac
1194,American Idiot,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\1. American Idiot.flac
1195,Letterbomb,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\10. Letterbomb.flac
1196,Wake Me up When September Ends,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\11. Wake Me up When September Ends.flac
1197,Homecoming,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\12. Homecoming.flac
1198,Whatsername,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\13. Whatsername.flac
1199,Jesus of Suburbia,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\2. Jesus of Suburbia.flac
1200,Holiday,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\3. Holiday.flac
1201,Boulevard of Broken Dreams,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\4. Boulevard of Broken Dreams.flac
1202,Are We the Waiting,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\5. Are We the Waiting.flac
1203,St. Jimmy,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\6. St. Jimmy.flac
1204,Give Me Novacaine,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\7. Give Me Novacaine.flac
1205,She's a Rebel,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\8. She's a Rebel.flac
1206,Extraordinary Girl,Green Day,American Idiot,Alternative en Indie,1998,D:\Music\Rock and Pop\Green Day - American Idiot\9. Extraordinary Girl.flac
1207,Life After You,Daughtry,Leave This Town,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Leave This Town\04 Daughtry - Life After You.flac
1208,Open Up Your Eyes,Daughtry,Leave This Town,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Leave This Town\06 Daughtry - Open Up Your Eyes.flac
1209,September,Daughtry,Leave This Town,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Leave This Town\07 Daughtry - September.flac
1210,Ghost of Me,Daughtry,Leave This Town,Alternative Rock,UNKNOWN,D:\Music\Rock and Pop\Leave This Town\08 Daughtry - Ghost Of Me.flac
1211,The Requiem,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\1. The Requiem.flac
1212,Wretches and Kings,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\10. Wretches and Kings.flac
1213,"Wisdom, Justice, and Love",Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,"D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\11. Wisdom, Justice, and Love.flac"
1214,Iridescent,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\12. Iridescent.flac
1215,Fallout,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\13. Fallout.flac
1216,The Catalyst,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\14. The Catalyst.flac
1217,The Messenger,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\15. The Messenger.flac
1218,The Radiance,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\2. The Radiance.flac
1219,Burning in the Skies,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\3. Burning in the Skies.flac
1220,Empty Spaces,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\4. Empty Spaces.flac
1221,When They Come for Me,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\5. When They Come for Me.flac
1222,Robot Boy,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\6. Robot Boy.flac
1223,Jornada Del Muerto,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\7. Jornada Del Muerto.flac
1224,Waiting for the End,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\8. Waiting for the End.flac
1225,Blackout,Linkin Park,A Thousand Suns (Édition Studio Masters),Alternative en Indie,2010,D:\Music\Rock and Pop\Linkin Park\Linkin Park - A Thousand Suns\9. Blackout.flac
1226,Papercut,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\1. Papercut.flac
1227,Forgotten,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\10. Forgotten.flac
1228,Cure for the Itch,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\11. Cure for the Itch.flac
1229,Pushing Me Away,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\12. Pushing Me Away.flac
1230,One Step Closer,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\2. One Step Closer.flac
1231,With You,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\3. With You.flac
1232,Points of Authority,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\4. Points of Authority.flac
1233,Crawling,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\5. Crawling.flac
1234,Runaway,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\6. Runaway.flac
1235,By Myself,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\7. By Myself.flac
1236,In the End,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\8. In the End.flac
1237,A Place for My Head,Linkin Park,Hybrid Theory (Hi-Res Version),Alternative en Indie,2000,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Hybrid Theory (Hi-Res Version)\9. A Place for My Head.flac
1238,LOST IN THE ECHO,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\1. LOST IN THE ECHO.flac
1239,UNTIL IT BREAKS,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\10. UNTIL IT BREAKS.flac
1240,TINFOIL,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\11. TINFOIL.flac
1241,POWERLESS,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\12. POWERLESS.flac
1242,IN MY REMAINS,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\2. IN MY REMAINS.flac
1243,BURN IT DOWN,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\3. BURN IT DOWN.flac
1244,LIES GREED MISERY,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\4. LIES GREED MISERY.flac
1245,I'LL BE GONE,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\5. I'LL BE GONE.flac
1246,CASTLE OF GLASS,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\6. CASTLE OF GLASS.flac
1247,VICTIMIZED,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\7. VICTIMIZED.flac
1248,ROADS UNTRAVELED,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\8. ROADS UNTRAVELED.flac
1249,SKIN TO BONE,Linkin Park,LIVING THINGS (Édition Studio Masters),Alternative en Indie,2012,D:\Music\Rock and Pop\Linkin Park\Linkin Park - LIVING THINGS (StudioMasters Edition)\9. SKIN TO BONE.flac
1250,Foreword,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\1. Foreword.flac
1251,From the Inside,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\10. From the Inside.flac
1252,Nobody's Listening,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\11. Nobody's Listening.flac
1253,Session,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\12. Session.flac
1254,Numb,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\13. Numb.flac
1255,Don't Stay,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\2. Don't Stay.flac
1256,Somewhere I Belong,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\3. Somewhere I Belong.flac
1257,Lying from You,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\4. Lying from You.flac
1258,Hit the Floor,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\5. Hit the Floor.flac
1259,Easier to Run,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\6. Easier to Run.flac
1260,Faint,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\7. Faint.flac
1261,Figure.09,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\8. Figure.09.flac
1262,Breaking the Habit,Linkin Park,Meteora (StudioMasters Edition),Alternative en Indie,2003,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Meteora (StudioMasters Edition)\9. Breaking the Habit.flac
1263,Wake,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\01 Wake.flac
1264,Given Up,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\02 Given Up.flac
1265,Leave Out All The Rest,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\03 Leave Out All The Rest.flac
1266,Bleed It Out,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\04 Bleed It Out.flac
1267,Shadow Of The Day,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\05 Shadow Of The Day.flac
1268,What I've Done,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\06 What I've Done.flac
1269,Hands Held High,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\07 Hands Held High.flac
1270,No More Sorrow,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\08 No More Sorrow.flac
1271,Valentine's Day,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\09 Valentine's Day.flac
1272,In Between,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\10 In Between.flac
1273,In Pieces,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\11 In Pieces.flac
1274,The Little Things Give You Away,Linkin Park,Minutes To Midnight,Alternative,UNKNOWN,D:\Music\Rock and Pop\Linkin Park\Linkin Park - Minutes to Midnight (2007) [44477-2] [CD FLAC]\12 The Little Things Give You Away.flac
1275,Nobody Can Save Me,Linkin Park,One More Light,Alternative en Indie,2017,D:\Music\Rock and Pop\Linkin Park\Linkin Park - One More Light (Hi-Res Version)\1. Nobody Can Save Me.flac
1276,Sharp Edges,Linkin Park,One More Light,Alternative en Indie,2017,D:\Music\Rock and Pop\Linkin Park\Linkin Park - One More Light (Hi-Res Version)\10. Sharp Edges.flac
1277,Good Goodbye (feat. Pusha T and Stormzy),Linkin Park,One More Light,Alternative en Indie,2017,D:\Music\Rock and Pop\Linkin Park\Linkin Park - One More Light (Hi-Res Version)\2. Good Goodbye (feat. Pusha T and Stormzy).flac
1278,Talking to Myself,Linkin Park,One More Light,Alternative en Indie,2017,D:\Music\Rock and Pop\Linkin Park\Linkin Park - One More Light (Hi-Res Version)\3. Talking to Myself.flac
1279,Battle Symphony,Linkin Park,One More Light,Alternative en Indie,2017,D:\Music\Rock and Pop\Linkin Park\Linkin Park - One More Light (Hi-Res Version)\4. Battle Symphony.flac
1280,Invisible,Linkin Park,One More Light,Alternative en Indie,2017,D:\Music\Rock and Pop\Linkin Park\Linkin Park - One More Light (Hi-Res Version)\5. Invisible.flac
1281,Heavy (feat. Kiiara),Linkin Park,One More Light,Alternative en Indie,2017,D:\Music\Rock and Pop\Linkin Park\Linkin Park - One More Light (Hi-Res Version)\6. Heavy (feat. Kiiara).flac
1282,Sorry for Now,Linkin Park,One More Light,Alternative en Indie,2017,D:\Music\Rock and Pop\Linkin Park\Linkin Park - One More Light (Hi-Res Version)\7. Sorry for Now.flac
1283,Halfway Right,Linkin Park,One More Light,Alternative en Indie,2017,D:\Music\Rock and Pop\Linkin Park\Linkin Park - One More Light (Hi-Res Version)\8. Halfway Right.flac
1284,One More Light,Linkin Park,One More Light,Alternative en Indie,2017,D:\Music\Rock and Pop\Linkin Park\Linkin Park - One More Light (Hi-Res Version)\9. One More Light.flac
1285,Keys to the Kingdom,Linkin Park,The Hunting Party,Alternative en Indie,2014,D:\Music\Rock and Pop\Linkin Park\Linkin Park - The Hunting Party (Hi-Res Version)\1. Keys to the Kingdom.flac
1286,Drawbar (feat. Tom Morello),Linkin Park,The Hunting Party,Alternative en Indie,2014,D:\Music\Rock and Pop\Linkin Park\Linkin Park - The Hunting Party (Hi-Res Version)\10. Drawbar (feat. Tom Morello).flac
1287,Final Masquerade,Linkin Park,The Hunting Party,Alternative en Indie,2014,D:\Music\Rock and Pop\Linkin Park\Linkin Park - The Hunting Party (Hi-Res Version)\11. Final Masquerade.flac
1288,A Line in the Sand,Linkin Park,The Hunting Party,Alternative en Indie,2014,D:\Music\Rock and Pop\Linkin Park\Linkin Park - The Hunting Party (Hi-Res Version)\12. A Line in the Sand.flac
1289,All for Nothing (feat. Page Hamilton),Linkin Park,The Hunting Party,Alternative en Indie,2014,D:\Music\Rock and Pop\Linkin Park\Linkin Park - The Hunting Party (Hi-Res Version)\2. All for Nothing (feat. Page Hamilton).flac
1290,Guilty All the Same (feat. Rakim),Linkin Park,The Hunting Party,Alternative en Indie,2014,D:\Music\Rock and Pop\Linkin Park\Linkin Park - The Hunting Party (Hi-Res Version)\3. Guilty All the Same (feat. Rakim).flac
1291,The Summoning,Linkin Park,The Hunting Party,Alternative en Indie,2014,D:\Music\Rock and Pop\Linkin Park\Linkin Park - The Hunting Party (Hi-Res Version)\4. The Summoning.flac
1292,War,Linkin Park,The Hunting Party,Alternative en Indie,2014,D:\Music\Rock and Pop\Linkin Park\Linkin Park - The Hunting Party (Hi-Res Version)\5. War.flac
1293,Wastelands,Linkin Park,The Hunting Party,Alternative en Indie,2014,D:\Music\Rock and Pop\Linkin Park\Linkin Park - The Hunting Party (Hi-Res Version)\6. Wastelands.flac
